282.798643,-0.199672,12.866897,96812.061058,84.072929,4.343613,-0.961979,1.22,1.27
285.246318,0.108264,10.925027,97351.290285,73.7383,1.382535,-2.735787,1.25,1.2
280.420874,-0.006984,11.741781,96806.297207,93.460119,3.77942,-3.87982,1.27,0.83
282.156108,0.123519,10.538284,96890.11563,79.651819,2.642863,-4.30092,0.83,1.25
283.412284,0.044487,10.056096,97029.262783,76.776994,2.293938,-1.751321,1.25,1.56
283.614593,0.120608,9.467178,96943.257172,74.761226,3.68385,-1.089532,1.56,1.26
282.292589,0.005439,8.952247,97185.03847,81.617542,2.829738,-1.668403,1.26,0.95
282.483379,-0.040795,12.372826,97228.350079,79.608557,1.500232,-0.097835,0.95,0.82
282.905626,-0.145104,17.650166,97438.282605,79.549692,0.823306,0.402353,0.82,0.6
283.612235,-0.098125,16.251166,97463.527427,76.282279,1.500285,1.013408,0.6,0.66
282.366989,0.00571,17.010815,97663.319602,82.47903,-1.20695,1.073013,0.66,0.5
282.624655,-0.002286,17.851946,97643.640003,82.265681,-2.801281,0.349613,0.5,0.47
283.681417,0.022163,21.863554,97702.716422,81.071819,-2.326251,1.354323,0.47,0.45
284.357796,-0.111165,20.847981,97536.948284,78.184627,-0.358313,1.683076,0.45,0.45
283.695888,-0.030327,23.855289,97699.436965,85.238523,-1.981196,1.040728,0.45,0.41
284.919019,-0.051067,22.399007,97604.745176,81.343427,-2.234506,2.292212,0.41,0.42
284.356053,-0.127732,24.770702,97637.623051,95.268076,-1.671045,3.379368,0.42,0.5
285.932483,-0.085914,24.604846,97372.085108,91.653638,0.942875,3.178173,0.5,0.76
284.897365,-0.146864,27.371869,97362.059477,96.85366,1.477001,2.82652,0.76,0.89
286.121703,-0.245296,26.297995,97206.327021,94.648139,3.02168,1.836799,0.89,0.98
286.597471,-0.17297,26.877912,97203.767606,92.416979,3.655219,-0.021676,0.98,0.92
285.701349,-0.070158,17.93037,97018.146542,90.063339,5.464004,-0.917133,0.92,1.41
283.271904,-0.007603,14.266033,97227.17522,84.021566,3.932309,-3.06933,1.41,1.22
282.987768,0.073905,10.559309,97233.160604,77.088127,1.068864,-2.691331,1.22,0.89
282.013192,0.092444,12.338372,97515.829335,86.728521,-1.377755,-1.768961,0.89,0.76
284.921513,-0.075136,12.286656,97391.275753,70.630543,-0.774161,0.691748,0.76,0.75
283.218831,0.030623,19.169887,97630.6051,88.333938,-2.816815,-0.341717,0.75,0.83
284.705613,0.069944,25.312345,97582.114359,73.718476,-4.210251,1.536773,0.83,0.95
285.443967,-0.016604,29.324737,97792.596658,81.73909,-4.329663,1.633499,0.95,0.78
286.451516,-0.133305,28.100525,97750.677977,81.25471,-2.317249,2.22719,0.78,0.76
286.940016,0.060682,31.857109,97891.023185,79.937323,-2.726808,0.682073,0.76,0.79
287.820132,0.022562,25.34305,97724.171712,71.326157,-3.502889,1.954053,0.79,0.8
287.48911,-0.07695,24.957147,97835.498486,77.34777,-2.457864,2.02841,0.8,0.72
289.096323,-0.130338,23.063765,97579.686924,71.257405,-1.083211,3.706105,0.72,0.78
287.834609,-0.081383,30.085701,97668.887192,81.642137,-0.625781,2.640529,0.78,1.24
287.520486,-0.153207,26.104829,97652.522665,85.212529,2.073506,2.115928,1.24,1.33
287.503775,-0.175804,19.24418,97784.217483,87.770125,2.495389,0.074841,1.33,1.37
286.589457,-0.088904,12.752986,97687.045676,90.351041,2.280342,-0.588441,1.37,1.15
285.034019,-0.050652,16.047144,97746.751731,94.493849,1.808816,-0.082994,1.15,1.2
285.150561,-0.06843,16.664432,97627.794902,86.236751,1.181644,0.160107,1.2,1.04
284.74343,-0.17862,17.70057,97656.840287,89.806435,2.074986,1.89783,1.04,1.12
285.196245,-0.157824,20.834209,97337.712537,92.525527,3.988475,1.139559,1.12,1.11
284.896268,-0.226908,24.495716,97381.845424,95.878254,4.143436,4.092028,1.11,1.11
285.740634,-0.152699,18.442104,97165.372406,93.317881,5.197899,2.835513,1.11,1.42
285.867993,-0.14941,17.557707,97296.837387,93.206602,3.978266,2.206597,1.42,1.32
285.568067,-0.221378,16.881681,97134.554027,95.480401,3.638315,1.75027,1.32,1.52
284.126058,-0.105162,19.710476,97143.852339,98.3945,1.99839,1.24102,1.52,1.3
284.419916,-0.21439,16.956542,96957.923981,88.088846,2.255276,3.387987,1.3,1.63
284.599312,-0.143848,20.909506,97067.452489,92.960465,1.027673,1.564958,1.63,1.25
284.156916,-0.03668,14.242514,96965.530549,88.229575,3.520132,-0.619147,1.25,1.59
283.584497,0.016698,10.274836,97147.599465,83.928134,2.115051,-3.08942,1.59,1.41
